"","gene_id","stitle"
"1615","LOC118529065","BCAS3"
"1616","LOC118529075","TBX4"
"1617","LOC118529077","ATP11C"
"1618","LOC118529079","PAXIP1"
"1619","LOC118529085","ALG13"
"1620","LOC118529102","TMEM234"
"1621","LOC118529107","TANGO2"
"1622","LOC118529112","HDLBP"
"1623","LOC118529122","ZNF233"
"1624","LOC118529126","TRNT1"
"1625","LOC118529132","WASL"
"1626","LOC118529134","AIPL1"
"1627","LOC118529140","TRAPPC2"
"1628","LOC118529141","OFD1"
"1629","LOC118529142","BCL2"
"1630","LOC118529143","TPGS2"
"1631","LOC118529147","AASDHPPT"
"1632","LOC118529155","RAB38"
"1633","LOC118529168","BUD13"
"1634","LOC118529178","FKBP3"
"1635","LOC118529180","DHTKD1"
"1636","LOC118529186","LY6H"
"1637","LOC118529187","LY6E"
"1638","LOC118529205","RNF10"
"1639","LOC118529209","COX6A1"
"1640","LOC118529220","RPL17"
"1641","LOC118529237","PHKA1"
"1642","LOC118529246","RFX7"
"1643","LOC118529247","GREB1L"
"1644","LOC118529255","TEX9"
"1645","LOC118529268","MCFD2"
"1646","LOC118529270","SYAP1"
"1647","LOC118529271","SYAP1"
"1648","LOC118529275","ERVK-19"
"1649","LOC118529278","KPNA2"
"1650","LOC118529279","RPL27"
"1651","LOC118529282","GCSH"
"1652","LOC118529283","IRAK1BP1"
"1653","LOC118529294","RNA5-8S"
"1654","LOC118529298","LDHA"
"1655","LOC118529299","RNA18S"
"1656","LOC118529303","RNA28S"
"1657","LOC118529306","PARP11"
"1658","LOC118529314","RWDD1"
"1659","LOC118529320","OCA2"
"1660","LOC118529350","SYTL2"
"1661","LOC118529362","AADAT"
"1662","LOC118529367","PTGES3"
"1663","LOC118529368","TSPAN3"
"1664","LOC118529370","IRAK1BP1"
"1665","LOC118529373","PHIP"
"1666","LOC118529376","HMGN3"
"1667","LOC118529389","GAPDH"
"1668","LOC118529402","SNX10"
"1669","LOC118529406","VPS25"
"1670","LOC118529421","RPS6"
"1671","LOC118529422","HCFC1R1"
"1672","LOC118529455","DCBLD1"
"1673","LOC118529471","HAPSTR1"
"1674","LOC118529473","SDCBP"
"1675","LOC118529477","LRRC28"
"1676","LOC118529492","GSR"
"1677","LOC118529493","FAM98A"
"1678","LOC118529494","GPM6B"
"1679","LOC118529497","GSR"
"1680","LOC118529498","HMGB1"
"1681","LOC118529499","GIMAP7"
"1682","LOC118529501","GIMAP1"
"1683","LOC118529506","RPS6KA2"
"1684","LOC118529507","RPS6KA2"
"1685","LOC118529511","LILRA6"
"1686","LOC118529512","LILRB3"
"1687","LOC118529515","LILRA6"
"1688","LOC118529517","LILRB3"
"1689","LOC118529537","RBMX2"
"1690","LOC118529555","SIRPB1"
"1691","LOC118529564","SEH1L"
"1692","LOC118529566","SYP"
"1693","LOC118529570","PAPOLA"
"1694","LOC118529578","UBE2L3"
"1695","LOC118529580","ALG10"
"1696","LOC118529588","THRB"
"1697","LOC118529599","ASPH"
"1698","LOC118529616","THOC2"
"1699","LOC118529618","URB1"
"1700","LOC118529633","MAPRE1"
"1701","LOC118529679","GRIA3"
"1702","LOC118529681","AP3B1"
"1703","LOC118529684","RASGEF1A"
"1704","LOC118529685","LRRC4C"
"1705","LOC118529717","MTAP"
"1706","LOC118529732","THOC2"
"1707","LOC118529746","RNMT"
"1708","LOC118529753","CEP112"
"1709","LOC118529761","SLC16A6"
"1710","LOC118529767","TAFA4"
"1711","LOC118529783","MLLT10"
"1712","LOC118529808","TMEM151B"
"1713","LOC118529853","GVQW3"
"1714","LOC118529863","ACER3"
"1715","LOC118529868","RPS3"
"1716","LOC118529869","RPS3"
"1717","LOC118529874","ZFP14"
"1718","LOC118529876","KLHL13"
"1719","LOC118529879","CHRDL1"
"1720","LOC118529899","DCAF13"
"1721","LOC118529900","PACSIN2"
"1722","LOC118529903","TUBA1B"
"1723","LOC118529911","STK11IP"
"1724","LOC118529922","DNPEP"
"1725","LOC118529926","TMEM167A"
"1726","LOC118529932","TUBA4A"
"1727","LOC118529954","CYP27A1"
"1728","LOC118529958","BCS1L"
"1729","LOC118529975","CXCR2"
"1730","LOC118529977","RUFY4"
"1731","LOC118529987","RLN3"
"1732","LOC118530003","FBL17"
"1733","LOC118530015","CRY1"
"1734","LOC118530024","CEACAM1"
"1735","LOC118530030","CCNG2"
"1736","LOC118530038","PDPK1"
"1737","LOC118530039","PRSS22"
"1738","LOC118530059","RPS24"
"1739","LOC118530060","E4F1"
"1740","LOC118530089","IGFALS"
"1741","LOC118530117","TPSAB1"
"1742","LOC118530129","TAOK3"
"1743","LOC118530132","LMF1"
"1744","LOC118530184","HBM"
"1745","LOC118530187","HBZ"
"1746","LOC118530193","LUC7L"
"1747","LOC118530197","IL9R"
"1748","LOC118530199","ZMYND11"
"1749","LOC118530218","KDM6B"
"1750","LOC118530225","CCDC34"
"1751","LOC118530236","HAUS6"
"1752","LOC118530238","MRPL42"
"1753","LOC118530242","RPL35A"
"1754","LOC118530247","RPL21"
"1755","LOC118530255","PLA2G4A"
"1756","LOC118530267","ZNF451"
"1757","LOC118530275","CFL1"
"1758","LOC118530276","TEDC1"
"1759","LOC118530284","USP6NL"
"1760","LOC118530287","LMNTD2"
"1761","LOC118530302","EPS8L2"
"1762","LOC118530338","ZNF724"
"1763","LOC118530339","ZNF675"
"1764","LOC118530350","SMIM10L2A"
"1765","LOC118530381","NDUFAF5"
"1766","LOC118530389","SEC61G"
"1767","LOC118530391","NUTM2G"
"1768","LOC118530392","CDK20"
"1769","LOC118530393","BRD8"
"1770","LOC118530394","SF3B4"
"1771","LOC118530402","MEAF6"
"1772","LOC118530403","SNX1"
"1773","LOC118530404","PIGN"
"1774","LOC118530405","EEF1E1"
"1775","LOC118530419","WASF1"
"1776","LOC118530432","MICU1"
"1777","LOC118530433","DNAJB12"
"1778","LOC118530439","ANAPC16"
"1779","LOC118530448","PSAP"
"1780","LOC118530467","RPL31"
"1781","LOC118530516","GAS8"
"1782","LOC118530519","HIUH"
"1783","LOC118530549","NPM1"
"1784","LOC118530551","CREM"
"1785","LOC118530556","ENTREP2"
"1786","LOC118530563","GJD4"
"1787","LOC118530564","RNF114"
"1788","LOC118530569","NDUFA5"
"1789","LOC118530585","RIC1"
"1790","LOC118530593","BTF3L4"
"1791","LOC118530594","RGS2"
"1792","LOC118530602","MINPP1"
"1793","LOC118530606","P2RY1"
"1794","LOC118530608","LDHAL6A"
"1795","LOC118530611","ZSCAN20"
"1796","LOC118530628","CTNNA1"
"1797","LOC118530636","VDAC3"
"1798","LOC118530645","PPP1R14D"
"1799","LOC118530670","MTHFD2"
"1800","LOC118530706","KIAA1841"
"1801","LOC118530722","NRXN3"
"1802","LOC118530735","SLIRP"
"1803","LOC118530739","VIPAS39"
"1804","LOC118530755","FER1L4"
"1805","LOC118530766","SNRPN"
"1806","LOC118530768","STAMBP"
"1807","LOC118530775","TPRKB"
"1808","LOC118530785","SC5D"
"1809","LOC118530789","TRMT2B"
"1810","LOC118530793","RHOBTB3"
"1811","LOC118530802","CAST"
"1812","LOC118530817","CFH"
"1813","LOC118530822","GSDMC"
"1814","LOC118530828","BRINP3"
"1815","LOC118530849","ENGASE"
"1816","LOC118530903","GANC"
"1817","LOC118530927","ERGIC2"
"1818","LOC118530929","RPS6KA3"
"1819","LOC118530932","ACAD11"
"1820","LOC118530935","COX8A"
"1821","LOC118530937","ZNF33B"
"1822","LOC118530940","IFIT5"
"1823","LOC118530941","BMS1"
"1824","LOC118530944","ZBTB20"
"1825","LOC118530945","ZBTB20"
"1826","LOC118530957","HNRNPA1"
"1827","LOC118530967","CD84"
"1828","LOC118530971","DCUN1D1"
"1829","LOC118530987","AOPEP"
"1830","LOC118530998","CTSL"
"1831","LOC118531027","ACYP2"
"1832","LOC118531037","SP3"
"1833","LOC118531038","DYNLRB1"
"1834","LOC118531064","GRK6"
"1835","LOC118531072","MXD3"
"1836","LOC118531075","CDK7"
"1837","LOC118531076","CCDC125"
"1838","LOC118531092","CMIP"
"1839","LOC118531099","MAF"
"1840","LOC118531104","BCO1"
"1841","LOC118531108","PLCG2"
"1842","LOC118531111","WWOX"
"1843","LOC118531123","RPS25"
"1844","LOC118531133","EXOC4"
"1845","LOC118531134","NUDT21"
"1846","LOC118531151","EDAR"
"1847","LOC118531155","MLXIP"
"1848","LOC118531176","COL1A1"
"1849","LOC118531178","KDM2B"
"1850","LOC118531181","PPDPF"
"1851","LOC118531200","MCCC1"
"1852","LOC118531201","LDHB"
"1853","LOC118531202","DCUN1D1"
"1854","LOC118531203","DCUN1D1"
"1855","LOC118531212","SNRNP48"
"1856","LOC118531215","AIFM1"
"1857","LOC118531219","EDA"
"1858","LOC118531225","IGLV1-40"
"1859","LOC118531226","IGLV1-40"
"1860","LOC118531229","ZNF280B"
"1861","LOC118531230","PAAT"
"1862","LOC118531231","IGLV1-40"
"1863","LOC118531235","IGLV2-18"
"1864","LOC118531253","ACAD8"
"1865","LOC118531254","DPY19L4"
"1866","LOC118531258","METTL15"
"1867","LOC118531262","YBX1"
"1868","LOC118531274","TMSB10"
"1869","LOC118531287","MAP2K6"
"1870","LOC118531302","URGCP"
"1871","LOC118531327","SNORA9"
"1872","LOC118531336","HMGB1"
"1873","LOC118531337","HMGB1"
"1874","LOC118531358","PDZD11"
"1875","LOC118531365","CDC42"
"1876","LOC118531389","CRNKL1"
"1877","LOC118531396","STK26"
"1878","LOC118531397","HSPD1"
"1879","LOC118531416","CTNND1"
"1880","LOC118531417","GCNT4"
"1881","LOC118531420","CERT1"
"1882","LOC118531425","RSPO3"
"1883","LOC118531431","ABHD16B"
"1884","LOC118531452","ABCA13"
"1885","LOC118531458","RNF146"
"1886","LOC118531474","EIF3E"
"1887","LOC118531481","IKBKG"
"1888","LOC118531485","TMTC2"
"1889","LOC118531494","HPF1"
"1890","LOC118531495","CLCN3"
"1891","LOC118531523","HDLBP"
"1892","LOC118531532","MASTL"
"1893","LOC118531534","MRPS5"
"1894","LOC118531539","SCN10A"
"1895","LOC118531542","TPGS2"
"1896","LOC118531580","FAM193A"
"1897","LOC118531581","TNIP2"
"1898","LOC118531582","FAM193A"
"1899","LOC118531586","LCP2"
"1900","LOC118531591","RPL23A"
"1901","LOC118531597","FOXD1"
"1902","LOC118531607","PTCD2"
"1903","LOC118531614","NTN1"
"1904","LOC118531640","CRTAP"
"1905","LOC118531643","EIF1"
"1906","LOC118531655","CCDC117"
"1907","LOC118531670","ZGRF1"
"1908","LOC118531677","PLXDC2"
"1909","LOC118531681","HPRT1"
"1910","LOC118531706","RPL23A"
"1911","LOC118531707","HNRNPA1"
"1912","LOC118531712","SF3B4"
"1913","LOC118531717","FUNDC1"
"1914","LOC118531724","DNAJC12"
"1915","LOC118531738","TRAPPC2"
"1916","LOC118531741","RPS25"
"1917","LOC118531761","SELPLG"
"1918","LOC118531764","RPL35A"
"1919","LOC118531776","ALKBH2"
"1920","LOC118531777","TCHP"
"1921","LOC118531778","GLTP"
"1922","LOC118531781","HSPE1"
"1923","LOC118531793","PRDM5"
"1924","LOC118531809","IKBIP"
"1925","LOC118531812","RGN"
"1926","LOC118531821","IKBIP"
"1927","LOC118531840","MED8"
"1928","LOC118531842","MRPL20"
"1929","LOC118531848","RPL23A"
"1930","LOC118531853","FLI1"
"1931","LOC118531855","FLI1"
"1932","LOC118531856","ARHGAP32"
"1933","LOC118531868","CENPO"
"1934","LOC118531883","MED12"
"1935","LOC118531886","PHF8"
"1936","LOC118531890","TASOR2"
"1937","LOC118531926","NUTF2"
"1938","LOC118531945","PTPN9"
"1939","LOC118531950","TERB1"
"1940","LOC118531999","RPL7"
"1941","LOC118532000","CWC27"
"1942","LOC118532001","RPL27A"
"1943","LOC118532008","DMD"
"1944","LOC118532016","GLCCI1"
"1945","LOC118532022","ZFAT"
"1946","LOC118532030","RPP40"
"1947","LOC118532031","KIF1B"
"1948","LOC118532033","CSTF3"
"1949","LOC118532037","TCP11L1"
"1950","LOC118532056","ILKAP"
"1951","LOC118532062","COX7B"
"1952","LOC118532070","TUSC3"
"1953","LOC118532073","MSR1"
"1954","LOC118532077","MSR1"
"1955","LOC118532079","RPS25"
"1956","LOC118532084","DYNLL1"
"1957","LOC118532090","SRM"
"1958","LOC118532103","LDHB"
"1959","LOC118532106","KCNS2"
"1960","LOC118532121","NIPAL2"
"1961","LOC118532126","ATP5PO"
"1962","LOC118532127","CDK19"
"1963","LOC118532136","GRID2"
"1964","LOC118532140","SPON2"
"1965","LOC118532169","TRBC"
"1966","LOC118532172","TMEM198"
"1967","LOC118532173","SARNP"
"1968","LOC118532183","MOXD2P"
"1969","LOC118532187","PRSS1"
"1970","LOC118532189","TRBV4-2"
"1971","LOC118532190","TRBV10-3"
"1972","LOC118532191","PRSS1"
"1973","LOC118532193","TRBV5-1"
"1974","LOC118532194","TRBV5-5"
"1975","LOC118532196","TRBV4-3"
"1976","LOC118532208","SUOX"
"1977","LOC118532211","PPID"
"1978","LOC118532216","RNPEP"
"1979","LOC118532234","ATP5MC2"
"1980","LOC118532240","FTH1"
"1981","LOC118532241","ZNF281"
"1982","LOC118532244","CCL8L"
"1983","LOC118532250","ZNF281"
"1984","LOC118532254","PTPRV"
"1985","LOC118532282","HNRNPA1"
"1986","LOC118532297","USP9X"
"1987","LOC118532304","WNK3"
"1988","LOC118532307","NANOG"
"1989","LOC118532308","FAM120C"
"1990","LOC118532309","FAM120C"
"1991","LOC118532328","GATAD2B"
"1992","LOC118532330","RAB13"
"1993","LOC118532339","UBAP2L"
"1994","LOC118532360","ADCY10"
"1995","LOC118532368","GNG10"
"1996","LOC118532382","DMD"
"1997","LOC118532402","NFYA"
"1998","LOC118532415","ATP5PD"
"1999","LOC118532427","EIF3E"
"2000","LOC118532434","RAB27B"
"2001","LOC118532470","MAP2K1"
"2002","LOC118532475","ZC3H14"
"2003","LOC118532490","SMAD3"
"2004","LOC118532499","BICRAL"
"2005","LOC118532518","RBPMS2"
"2006","LOC118532529","RBPMS2"
"2007","LOC118532535","INTS14"
"2008","LOC118532537","PARP16"
"2009","LOC118532540","RPL4"
"2010","LOC118532541","RPL4"
"2011","LOC118532547","RPL4"
"2012","LOC118532556","NME6"
"2013","LOC118532583","TAS2R60"
"2014","LOC118532585","RPS6"
"2015","LOC118532590","TMTC3"
"2016","LOC118532608","SERPINB9"
"2017","LOC118532617","PFKFB1"
"2018","LOC118532620","OASL"
"2019","LOC118532631","ASTN2"
"2020","LOC118532633","PDCD2"
"2021","LOC118532636","EPB41L4A"
"2022","LOC118532649","DCP2"
"2023","LOC118532655","MOCS1"
"2024","LOC118532662","HDAC8"
"2025","LOC118532663","IGLV1-40"
"2026","LOC118532664","ZNF280B"
"2027","LOC118532665","IGLV1-40"
"2028","LOC118532669","DNAJA1"
"2029","LOC118532702","EEF1A1"
"2030","LOC118532703","EEF1A1"
"2031","LOC118532706","PRDM1"
"2032","LOC118532745","GART"
"2033","LOC118532749","PIK3CA"
"2034","LOC118532757","ANKLE2"
"2035","LOC118532771","MAML2"
"2036","LOC118532772","NEK1"
"2037","LOC118532776","DDX60"
"2038","LOC118532777","DDX60"
"2039","LOC118532778","DDX60"
"2040","LOC118532783","BANP"
"2041","LOC118532791","ATP2B1"
"2042","LOC118532838","SUMO2"
"2043","LOC118532845","SPARC"
"2044","LOC118532847","CCDC69"
"2045","LOC118532880","NPAT"
"2046","LOC118532900","RPL17"
"2047","LOC118532903","IL1R2"
"2048","LOC118532907","ACSM4"
"2049","LOC118532937","NEDD1"
"2050","LOC118532978","RPS23"
"2051","LOC118532979","RGL1"
"2052","LOC118532990","MAP4K4"
"2053","LOC118532991","MAP4K4"
"2054","LOC118532997","MFSD2A"
"2055","LOC118532999","ANOS1"
"2056","LOC118533003","PUDP"
"2057","LOC118533014","KIAA0232"
"2058","LOC118533017","MRFAP1L2"
"2059","LOC118533018","S100P"
"2060","LOC118533022","MAN2B2"
"2061","LOC118533031","RPS6"
"2062","LOC118533033","GLG1"
"2063","LOC118533034","GLG1"
"2064","LOC118533039","CFDP1"
"2065","LOC118533048","IL34"
"2066","LOC118533051","FCSK"
"2067","LOC118533060","PDPR"
"2068","LOC118533061","DDX19B"
"2069","LOC118533089","GLB1L2"
"2070","LOC118533116","NXPE1"
"2071","LOC118533122","ZBTB16"
"2072","LOC118533124","MINPP1"
"2073","LOC118533136","YAP1"
"2074","LOC118533139","HSPA8"
"2075","LOC118533146","MINPP1"
"2076","LOC118533151","PCNP"
"2077","LOC118533153","SF3A2"
"2078","LOC118533168","SETMAR"
"2079","LOC118533172","RPGR"
"2080","LOC118533194","MRPS24"
"2081","LOC118533201","SDCBP"
"2082","LOC118533202","VDAC3"
"2083","LOC118533204","ASPRV1"
"2084","LOC118533223","RRP7A"
"2085","LOC118533227","CYB5R3"
"2086","LOC118533231","DROSHA"
"2087","LOC118533232","ZNF671"
"2088","LOC118533234","CETN2"
"2089","LOC118533242","UPRT"
"2090","LOC118533243","ZNF274"
"2091","LOC118533256","PHKA1"
"2092","LOC118533259","POC1A"
"2093","LOC118533274","ASPRV1"
"2094","LOC118533295","DIO1"
"2095","LOC118533304","DEGS2"
"2096","LOC118533311","DENND2C"
"2097","LOC118533320","SUPT20H"
"2098","LOC118533324","PRCD"
"2099","LOC118533338","CDK3"
"2100","LOC118533341","EVPL"
"2101","LOC118533376","QRICH2"
"2102","LOC118533384","SAP30BP"
"2103","LOC118533386","H3F3B"
"2104","LOC118533387","MYL12A "
"2105","LOC118533406","SLC16A5"
"2106","LOC118533408","JPT1"
"2107","LOC118533415","TSEN54"
"2108","LOC118533417","TMEM94"
"2109","LOC118533426","ST6GALNAC2"
"2110","LOC118533470","HOXA4"
"2111","LOC118533480","CD96"
"2112","LOC118533524","PDHA1"
"2113","LOC118533526","PLOD2"
"2114","LOC118533543","CXXC5"
"2115","LOC118533550","SMS"
"2116","LOC118533551","ZNF280B"
"2117","LOC118533552","IGLV1-40"
"2118","LOC118533553","ZNF280B"
"2119","LOC118533554","IGLV1-40"
"2120","LOC118533555","IGLV1-40"
"2121","LOC118533556","ZNF280B"
"2122","LOC118533557","ZNF280B"
"2123","LOC118533569","ELOF1"
"2124","LOC118533571","PRKCSH"
"2125","LOC118533572","RPL39"
"2126","LOC118533575","CALM1"
"2127","LOC118533577","GTPBP6"
"2128","LOC118533581","ATP5PD"
"2129","LOC118533583","NKAIN3"
"2130","LOC118533602","NDUFAF4"
"2131","LOC118533606","KLHL32"
"2132","LOC118533616","CLIC4"
"2133","LOC118533628","HMGCL"
"2134","LOC118533638","ATP6V1D"
"2135","LOC118533640","NCMAP"
"2136","LOC118533641","HSBP1"
"2137","LOC118533690","CYP4F22"
"2138","LOC118533714","AKAP8L"
"2139","LOC118533716","EPHX3"
"2140","LOC118533719","CYP4F3"
"2141","LOC118533724","TMEM238"
"2142","LOC118533735","HNRNPA3"
"2143","LOC118533745","RPS3A"
"2144","LOC118533746","ATP2A2"
"2145","LOC118533761","TAF4B"
"2146","LOC118533777","FMO5"
"2147","LOC118533783","ZSCAN23"
"2148","LOC118533784","ZSCAN23"
"2149","LOC118533808","RPL17"
"2150","LOC118533812","UBE2V2"
"2151","LOC118533833","HILPDA"
"2152","LOC118533840","KCP"
"2153","LOC118533852","LEP"
"2154","LOC118533853","ADPRM"
"2155","LOC118533896","DNASE1"
"2156","LOC118533899","RIN1"
"2157","LOC118533900","PRDX1"
"2158","LOC118533903","RPL23A"
"2159","LOC118533920","TANGO6"
"2160","LOC118533930","ENTREP2"
"2161","LOC118533951","CLNS1A"
"2162","LOC118533954","AKT3"
"2163","LOC118533962","VAV3"
"2164","LOC118533974","SLC25A24"
"2165","LOC118533979","SLC30A4"
"2166","LOC118533980","ARPP19"
"2167","LOC118533983","BLOC1S6"
"2168","LOC118533984","BLOC1S6"
"2169","LOC118533987","ARX"
"2170","LOC118533988","POLA1"
"2171","LOC118534000","RPS4X"
"2172","LOC118534005","IL18RAP"
"2173","LOC118534010","ANAPC15"
"2174","LOC118534020","ZSCAN16"
"2175","LOC118534023","MYLK"
"2176","LOC118534047","MORN1"
"2177","LOC118534051","PLCH2"
"2178","LOC118534063","TMEM240"
"2179","LOC118534078","SLC35E2B"
"2180","LOC118534081","RPL37"
"2181","LOC118534087","GLTPD1"
"2182","LOC118534089","RPS23"
"2183","LOC118534091","MXRA8"
"2184","LOC118534108","TNFRSF14"
"2185","LOC118534156","ATP5MC2"
"2186","LOC118534177","ADAMTSL3"
"2187","LOC118534179","SH3GL2"
"2188","LOC118534182","PAICS"
"2189","LOC118534192","SUCLG2"
"2190","LOC118534199","KPNA2"
"2191","LOC118534204","SETSIP"
"2192","LOC118534211","DCBLD2"
"2193","LOC118534212","ST3GAL6"
"2194","LOC118534222","COL4A6"
"2195","LOC118534224","ACP3"
"2196","LOC118534227","RPL9"
"2197","LOC118534233","GAPDH"
"2198","LOC118534244","MCTS1"
"2199","LOC118534248","CRLF3"
"2200","LOC118534256","ANTXR1"
"2201","LOC118534259","RPS19"
"2202","LOC118534266","PEAK1"
"2203","LOC118534267","HMG20A"
"2204","LOC118534275","PTPN9"
"2205","LOC118534287","RWDD1"
"2206","LOC118534289","DNAJC5B"
"2207","LOC118534300","PFKFB3"
"2208","LOC118534310","PDE4DIP"
"2209","LOC118534317","BANF1"
"2210","LOC118534339","SNRPB2"
"2211","LOC118534341","MYCBP2"
"2212","LOC118534344","AP3B1"
"2213","LOC118534359","PDE8B"
"2214","LOC118534362","PDE8B"
"2215","LOC118534363","ZBED3"
"2216","LOC118534373","DNAJC16"
"2217","LOC118534375","CNTN3"
"2218","LOC118534377","PNMA6E"
"2219","LOC118534402","RPL23A"
"2220","LOC118534414","RBKS"
"2221","LOC118534438","FOSL2"
"2222","LOC118534463","RNA28S"
"2223","LOC118534468","PGLYRP1"
"2224","LOC118534476","NOVA2"
"2225","LOC118534498","SCN9A"
"2226","LOC118534514","GALNT3"
"2227","LOC118534517","EEF1A1"
"2228","LOC118534519","PCCA"
"2229","LOC118534533","CLUAP1"
"2230","LOC118534535","AQP8"
"2231","LOC118534538","ZKSCAN2"
"2232","LOC118534546","RPS4X"
"2233","LOC118534561","PIK3CD"
"2234","LOC118534568","NMNAT1"
"2235","LOC118534596","RMI1"
"2236","LOC118534605","RTRAF"
"2237","LOC118534617","ZBTB8A"
"2238","LOC118534622","NDUFA5"
"2239","LOC118534624","MINPP1"
"2240","LOC118534625","ALKBH1"
"2241","LOC118534627","PPARGC1A"
"2242","LOC118534641","OR2C1"
"2243","LOC118534648","SMIM20"
"2244","LOC118534654","ZNF300"
"2245","LOC118534660","SMIM3"
"2246","LOC118534689","LDHB"
"2247","LOC118534692","VAMP7"
"2248","LOC118534693","OPCML"
"2249","LOC118534701","SLC9A7"
"2250","LOC118534702","EXOSC1"
"2251","LOC118534706","COA1"
"2252","LOC118534711","DPAGT1"
"2253","LOC118534714","MFRP"
"2254","LOC118534719","DNASE1"
"2255","LOC118534722","UPK2"
"2256","LOC118534724","CXCR5"
"2257","LOC118534728","CREBBP"
"2258","LOC118534737","HINFP"
"2259","LOC118534745","TSC22D3"
"2260","LOC118534748","LHFPL6"
"2261","LOC118534764","COX11"
"2262","LOC118534771","KPNA2"
"2263","LOC118534772","OSGEPL1"
"2264","LOC118534789","VASN"
"2265","LOC118534809","ESD"
"2266","LOC118534822","RPL6"
"2267","LOC118534825","DCAF13"
"2268","LOC118534826","NACA"
"2269","LOC118534841","MMADHC"
"2270","LOC118534857","FCF1"
"2271","LOC118534858","RPS15A"
"2272","LOC118534859","RPL35A"
"2273","LOC118534865","SUSD1"
"2274","LOC118534881","CST9L"
"2275","LOC118534882","RPS23"
"2276","LOC118534883","OR2K2"
"2277","LOC118534901","ATAD2"
"2278","LOC118534902","RFXAP"
"2279","LOC118534909","PPID"
"2280","LOC118534912","RPS24"
"2281","LOC118534914","ALKBH1"
"2282","LOC118534941","RPS8"
"2283","LOC118534944","DRG1"
"2284","LOC118534946","RAB20"
"2285","LOC118534953","TLCD2"
"2286","LOC118534965","RILP"
"2287","LOC118535016","RINL"
"2288","LOC118535047","XRCC4"
"2289","LOC118535050","SGO1"
"2290","LOC118535063","ITGB3BP"
"2291","LOC118535067","MINPP1"
"2292","LOC118535077","KRT18"
"2293","LOC118535078","ELF1"
"2294","LOC118535080","SCOC"
"2295","LOC118535096","LYRM4"
"2296","LOC118535098","TRANK1"
"2297","LOC118535105","LYRM4"
"2298","LOC118535110","RPS6"
"2299","LOC118535114","NMRK1"
"2300","LOC118535126","ATP6V1E1"
"2301","LOC118535139","PBDC1"
"2302","LOC118535144","UBE2N"
"2303","LOC118535162","ALKBH1"
"2304","LOC118535191","KCNJ10"
"2305","LOC118535194","RPS25"
"2306","LOC118535206","SCML2"
"2307","LOC118535207","FRMPD4"
"2308","LOC118535224","VASP"
"2309","LOC118535232","GLYR1"
"2310","LOC118535243","KLC3"
"2311","LOC118535244","MAP3K4"
"2312","LOC118535258","MYPOP"
"2313","LOC118535277","IGK"
"2314","LOC118535278","IGKV2-30"
"2315","LOC118535279","RPIA"
"2316","LOC118535298","EPOP"
"2317","LOC118535320","GAPDH"
"2318","LOC118535344","EXOC4"
"2319","LOC118535345","EXOC4"
"2320","LOC118535350","GTF3C4"
"2321","LOC118535361","STAM"
"2322","LOC118535383","NOCT"
"2323","LOC118535395","FKBP1A"
"2324","LOC118535403","ZNF280C"
"2325","LOC118535416","ADGRE2"
"2326","LOC118535420","ADGRE2"
"2327","LOC118535422","ADGRE2"
"2328","LOC118535425","ADGRE2"
"2329","LOC118535431","GOLGA5"
"2330","LOC118535455","USP53"
"2331","LOC118535478","RBMX"
"2332","LOC118535490","PTBP2"
"2333","LOC118535493","FGGY"
"2334","LOC118535500","PDGFD"
"2335","LOC118535501","RPSA"
"2336","LOC118535502","CCDC171"
"2337","LOC118535510","GAPDH"
"2338","LOC118535522","CBWD3"
"2339","LOC118535558","ZNF418"
"2340","LOC118535559","ZNF256"
"2341","LOC118535560","ZNF543"
"2342","LOC118535561","ZNF345"
"2343","LOC118535562","ZNF551"
"2344","LOC118535563","ZNF264"
"2345","LOC118535566","ZNF773"
"2346","LOC118535568","ZNF146"
"2347","LOC118535569","ZNF154"
"2348","LOC118535573","ZNF146"
"2349","LOC118535574","ZNF550"
"2350","LOC118535578","ZSCAN4"
"2351","LOC118535581","ZNF548"
"2352","LOC118535583","AURKC"
"2353","LOC118535589","TXNDC17"
"2354","LOC118535594","ZFP28"
"2355","LOC118535595","ZNF304"
"2356","LOC118535599","ZNF146"
"2357","LOC118535609","HEMK1"
"2358","LOC118535612","HYAL2"
"2359","LOC118535624","CYB561D2"
"2360","LOC118535630","TBC1D22A"
"2361","LOC118535631","VBP1"
"2362","LOC118535632","LILRA5"
"2363","LOC118535633","LILRA5"
"2364","LOC118535638","RPS24"
"2365","LOC118535639","LILRB3"
"2366","LOC118535642","LILRA6"
"2367","LOC118535643","LILRA6"
"2368","LOC118535645","KIR3DP1"
"2369","LOC118535647","AIG1"
"2370","LOC118535648","GP6"
"2371","LOC118535652","NCR1"
"2372","LOC118535654","CLPB"
"2373","LOC118535667","WIPF3"
"2374","LOC118535686","ELMO1"
"2375","LOC118535700","PSMA2"
"2376","LOC118535706","CYTIP"
"2377","LOC118535710","VBP1"
"2378","LOC118535711","VBP1"
"2379","LOC118535715","ALKBH1"
"2380","LOC118535717","MMP24"
"2381","LOC118535725","TP53INP2"
"2382","LOC118535730","UBE2N"
"2383","LOC118535732","MRPS25"
"2384","LOC118535742","NMNAT3"
"2385","LOC118535746","APBB1"
"2386","LOC118535747","APBB1IP"
"2387","LOC118535753","RPL21"
"2388","LOC118535754","APBB1IP"
"2389","LOC118535788","HNRNPA1"
"2390","LOC118535795","ZC3H14"
"2391","LOC118535799","WDR31"
